location;metric;Other unintentional injuries;Self-harm;Interpersonal violence;Exposure to forces of nature;Environmental heat and cold exposure;Ebola;Neonatal disorders;Protein-energy malnutrition;Other nutritional deficiencies;Sexually transmitted infections excluding HIV;Acute hepatitis;Other unspecified infectious diseases;Esophageal cancer;Stomach cancer;Liver cancer;Inflammatory bowel disease;Vascular intestinal disorders;Gallbladder and biliary diseases;Pancreatitis;Other digestive diseases;Alzheimer's disease and other dementias;Meningitis;Encephalitis;Diphtheria;Whooping cough;Tetanus;Measles;Varicella and herpes zoster;Malaria;Chagas disease;Leishmaniasis;African trypanosomiasis;Schistosomiasis;Cysticercosis;Cystic echinococcosis;Dengue;Yellow fever;Hypertensive heart disease;Cardiomyopathy and myocarditis;Atrial fibrillation and flutter;Aortic aneurysm;Peripheral artery disease;Endocarditis;Non-rheumatic valvular heart disease;Chronic obstructive pulmonary disease;Pneumoconiosis;Asthma;Interstitial lung disease and pulmonary sarcoidosis;Other chronic respiratory diseases;Cirrhosis and other chronic liver diseases;Road injuries;Other transport injuries;Other skin and subcutaneous diseases;Sudden infant death syndrome;Falls;Drowning;Fire, heat, and hot substances;Poisonings;Parkinson's disease;Idiopathic epilepsy;Multiple sclerosis;Motor neuron disease;Other neurological disorders;Alcohol use disorders;Drug use disorders;Eating disorders;Diabetes mellitus;Tuberculosis;HIV/AIDS;Lip and oral cavity cancer;Nasopharynx cancer;Other pharynx cancer;Gallbladder and biliary tract cancer;Pancreatic cancer;Malignant skin melanoma;Non-melanoma skin cancer;Ovarian cancer;Testicular cancer;Kidney cancer;Bladder cancer;Hemoglobinopathies and hemolytic anemias;Endocrine, metabolic, blood, and immune disorders;Rheumatoid arthritis;Other musculoskeletal disorders;Congenital birth defects;Upper respiratory infections;Otitis media;Executions and police conflict;Other neglected tropical diseases;Maternal disorders;Exposure to mechanical forces;Adverse effects of medical treatment;Gynecological diseases;Appendicitis;Brain and central nervous system cancer;Thyroid cancer;Mesothelioma;Hodgkin lymphoma;Non-Hodgkin lymphoma;Multiple myeloma;Leukemia;Other neoplasms;Rheumatic heart disease;Other malignant neoplasms;Other cardiovascular and circulatory diseases;Diarrheal diseases;Bacterial skin diseases;Upper digestive system diseases;Foreign body;Conflict and terrorism;Typhoid and paratyphoid;Invasive Non-typhoidal Salmonella (iNTS);Rabies;Intestinal nematode infections;Other intestinal infectious diseases;Lower respiratory infections;Acute glomerulonephritis;Chronic kidney disease;Urinary diseases and male infertility;Ischemic heart disease;Zika virus;Paralytic ileus and intestinal obstruction;Larynx cancer;Animal contact;Tracheal, bronchus, and lung cancer;Breast cancer;Cervical cancer;Uterine cancer;Prostate cancer;Colon and rectum cancer;Decubitus ulcer;Stroke;Inguinal, femoral, and abdominal hernia
Malaysia;Percent;0.002510409;0.010244426;0.003277239;5.74E-06;7.59E-05;0;0.007504124;0.001310688;5.00E-05;0.000163155;0.001146096;0.003417349;0.003851149;0.009637861;0.00924943;0.000235587;0.001943222;0.004599999;0.003608459;0.003273352;0.020916018;0.001650846;0.002470107;2.82E-06;0.000625455;0.000122104;0.000367233;0.000107331;3.00E-05;0;0;0;0;6.20E-07;6.94E-06;0.001557645;0;0.00341225;0.004415013;0.004103879;0.005519691;0.00019849;0.002022403;0.000948681;0.034849297;1.01E-05;0.005332515;0.001504887;0.000800417;0.027173872;0.043129885;0.004715598;0.000311217;0.000298283;0.009882396;0.0044006;0.001767587;0.0011678;0.005800459;0.001189818;0.000160874;7.39E-05;0.00091822;0.000999718;0.000782641;5.21E-06;0.02147556;0.011318609;0.008727736;0.003809509;0.007830749;0.001309084;0.001784385;0.005393136;0.00052869;0.000842216;0.003726869;0.000262268;0.002372907;0.003900371;0.001170472;0.002980396;0.000142911;0.001637843;0.005975761;2.64E-05;1.68E-05;5.66E-05;1.04E-06;0.001443288;0.00119684;0.00117475;6.11E-05;0.000380271;0.003034505;0.001331927;0.000167609;0.000404479;0.007168469;0.001269022;0.007904489;0.001382334;0.001312567;0.006243324;0.005840741;0.007748212;0.004719941;0.007579848;0.002689307;1.76E-06;0.001849646;0.000120458;6.64E-07;1.10E-05;7.12E-06;0.123507438;1.82E-05;0.034712967;0.015604134;0.193343084;0;0.006957786;0.001881844;0.000633958;0.029669564;0.020042718;0.006835001;0.001923589;0.006555163;0.027502114;0.005790394;0.113328589;0.001502585
Oman;Number;7.629147182;117.6017753;30.43644983;0;8.872690115;0;340.0644725;1.503379688;36.61354648;2.446923037;30.84748656;46.1045218;34.29241747;103.4624104;82.96949808;3.732160417;6.766612152;6.641838133;5.899673542;5.74108847;162.7200607;13.83651768;82.95425011;0.092944465;16.92185298;0.672071997;0.229910194;1.054951281;0;0;0.147766845;0;1.467568253;0;0.52173751;9.50774203;0;231.5538678;62.55107285;41.07527563;28.68481881;3.401087239;12.52725664;34.69962939;201.6447772;0.792537454;6.994009597;16.36755269;17.93683354;278.6752019;2053.275256;6.205834348;0.19751905;11.06810161;155.2606263;115.2197231;21.89775974;23.92832334;59.63758853;12.09210197;7.691934029;2.039731239;12.70089795;7.930223555;16.50001306;0.020273779;705.2457938;18.26774867;98.44669517;20.98567721;6.602230932;6.776015456;14.83852423;85.9076672;4.428365498;10.12429104;35.61083723;1.149175473;22.46146635;26.82525727;15.94432881;13.98966096;1.09992194;10.51236921;240.8028233;0.102025847;0.028586054;3.875395386;0.800261952;14.19524856;88.93306951;21.86457458;0.02339615;2.524242297;54.31632699;7.326874942;9.925523951;12.15102927;100.924405;24.97746392;89.11809802;4.699631225;7.642034385;104.2919512;134.5153669;35.53849461;51.48897744;22.637185;29.48182452;0.0013923;9.301819204;3.813921022;0.000772927;0.174602914;0.152293518;407.2936564;0.635468009;198.5930526;21.85867538;3411.645711;0;15.33459742;10.13681192;1.97164898;144.1520976;132.8732589;23.18645204;5.976516526;54.1298581;133.2975996;2.179503225;1030.051283;1.712713764
Oman;Percent;0.00061622;0.009499767;0.00245921;0;0.000717202;0;0.027514237;0.000121611;0.002958929;0.000197972;0.002491666;0.003727272;0.002769811;0.008358207;0.006700494;0.000301557;0.000547021;0.000537056;0.000476747;0.000464008;0.013165344;0.001118442;0.006701813;7.52E-06;0.001368127;5.43E-05;1.86E-05;8.53E-05;0;0;1.19E-05;0;0.00011859;0;4.21E-05;0.000767875;0;0.018716549;0.005058782;0.00332099;0.002315607;0.000274748;0.001012361;0.002805533;0.016296514;6.40E-05;0.000565201;0.001321049;0.001450961;0.022526738;0.165879834;0.000501481;1.60E-05;0.000896014;0.012545155;0.009307518;0.00176945;0.001933062;0.004820969;0.000977182;0.000621331;0.000164707;0.001026007;0.000640396;0.001332797;1.64E-06;0.056984814;0.001475677;0.007966613;0.001695322;0.000533502;0.000547535;0.001199047;0.00694295;0.000357872;0.000818036;0.002879386;9.28E-05;0.001814755;0.002167722;0.001288654;0.001130751;8.89E-05;0.000849647;0.019479298;8.25E-06;2.31E-06;0.000312898;6.47E-05;0.001147713;0.007182436;0.001766702;1.89E-06;0.000204125;0.004390379;0.000592148;0.000801329;0.00098209;0.008158319;0.0020179;0.007201015;0.000379561;0.000617867;0.008428265;0.010872713;0.002874143;0.004159597;0.001829659;0.002383104;1.13E-07;0.000752287;0.000308362;6.25E-08;1.41E-05;1.23E-05;0.032920928;5.14E-05;0.016050815;0.001766874;0.275679607;0;0.001240234;0.000818495;0.000159333;0.011648707;0.010745626;0.00187476;0.000483189;0.004371608;0.010773038;0.000175992;0.083239886;0.000138372
South Sudan;Number;144.5101424;418.8990447;874.3350283;110;73.26045793;0;8935.400529;2139.362367;40.70698552;1096.126406;190.9418968;144.3011812;398.5141736;261.9322327;114.6859655;28.66961863;47.35597299;118.6932576;47.48916636;118.7150437;456.146176;1968.093434;33.92375299;14.62264318;1143.365235;226.126022;253.2054868;72.25264458;5109.313152;0;886.6517108;4.423496557;66.98754028;15.23941836;5.124330511;0.300059231;70.38124408;915.3586396;188.9107298;86.43819715;56.5558076;37.15052879;34.72636761;39.30931302;757.4903493;8.056370194;500.7405409;34.32779206;30.15603449;1706.909744;991.2195165;60.02556487;3.028111862;193.6899014;214.4747934;233.4312509;258.5870703;166.4142124;97.11510224;138.3056111;4.36018621;0.886816565;30.9338791;53.50834851;9.895997004;0.041669212;1143.352482;4387.072564;4390.879183;80.80227547;44.38010385;34.62267969;34.16207795;105.3489329;28.54335501;16.58242326;78.38536138;6.356873799;52.64306836;81.95224719;94.45775378;76.88257823;13.04520552;18.7596568;2238.868338;95.41950524;13.35194065;7.735295431;5.238826389;673.1919298;205.1131024;167.8129141;4.735661952;52.3272462;80.93136469;25.27230745;6.29948717;35.15976908;155.5389639;36.51244118;248.1649314;11.68333316;103.3986631;366.1196411;191.2066611;6897.872613;80.28050728;240.3875129;102.2176725;470.4539346;131.9639091;70.28278759;26.33165883;12.41513349;9.593029125;7714.350885;8.670194922;933.3527128;207.7690264;2491.355362;0;286.0670172;37.27291466;288.5097453;333.8380562;290.8902172;412.7483718;40.87654886;373.9072763;346.3174517;1.124934006;2969.550653;66.28153049
South Sudan;Percent;0.001982634;0.005737971;0.0120219;0.001525229;0.001004896;0;0.122947558;0.029478293;0.000559681;0.015098806;0.002619113;0.001986265;0.00547065;0.003593955;0.00157583;0.000394;0.000651906;0.001632143;0.00065186;0.001633032;0.006284224;0.027058066;0.000465424;0.000201279;0.015718355;0.003102732;0.003486777;0.000994524;0.07028031;0;0.012172756;6.06E-05;0.000919456;0.000208757;7.04E-05;4.12E-06;0.000968907;0.012601058;0.002596517;0.001192279;0.000777585;0.000511561;0.00047689;0.000540347;0.010428052;0.000110619;0.006879327;0.000471832;0.000413727;0.023438267;0.013597857;0.000823195;4.16E-05;0.00266098;0.002949055;0.00320653;0.003560807;0.002287965;0.001338686;0.001895975;5.97E-05;1.22E-05;0.00042499;0.000734056;0.000135565;5.69E-07;0.015713794;0.060186937;0.060330049;0.001108579;0.000608406;0.000475376;0.000469367;0.001446251;0.000391162;0.000228195;0.001074984;8.72E-05;0.000722939;0.001126552;0.001296825;0.001056344;0.000179503;0.00025737;0.030802361;0.001313413;0.000182911;0.000107116;7.18E-05;0.009179233;0.002821125;0.002306858;6.49E-05;0.000718034;0.001110361;0.000346647;8.65E-05;0.000481465;0.002135885;0.000501534;0.00341088;0.000160721;0.001419117;0.005024921;0.002627752;0.094787037;0.001103818;0.003302829;0.001404455;0.006523181;0.001808436;0.000965723;0.000362148;0.000170853;0.00013204;0.106170083;0.000119239;0.012820104;0.002853865;0.03427587;0;0.003929948;0.000511104;0.003958685;0.004582658;0.003989309;0.005649488;0.000561477;0.005144932;0.004754358;1.55E-05;0.040827435;0.000912012
Italy;Number;115.8313153;4315.397125;487.8048262;0;179.8252536;0;604.672617;565.3788538;207.1912294;26.61414796;86.2495167;351.8707614;2634.56377;12861.336;6918.80674;1305.421438;2353.013552;2609.030316;1304.931855;2521.822042;48762.75419;185.0636024;321.5176744;0.050532397;0.306607346;17.28418481;0.191679028;62.94642381;0;0;0;0;0;0.486384366;8.629418601;0;0;28201.14934;8398.894802;10569.32395;4031.577376;3614.608464;1502.948064;5812.873005;28079.64686;497.7091617;537.4386615;1986.18398;244.3514727;12450.47598;5273.361796;377.3575412;120.7296821;18.58700731;12050.70346;351.3229587;502.7731093;84.15990048;8036.358516;967.5837262;471.3766616;1780.773769;1383.428568;350.5650759;563.0077995;5.187081213;21589.53468;425.8261078;620.8905482;2059.484122;320.0020449;898.4084643;4128.579071;14418.79529;2128.381627;1003.84252;4278.88987;128.9719098;5091.051367;8837.97036;836.9711692;3779.564713;634.7787809;1249.518592;872.0171406;11.93699185;5.295753641;6.147884579;12.5826276;18.46327748;560.0250746;975.0326609;24.3816732;96.60483926;4169.310929;709.6825821;1687.931669;468.3379403;5899.458738;4119.441923;7152.944013;2902.121718;2734.925279;6126.058193;3189.182408;1012.125894;505.6376012;1204.950637;520.6371744;0;0.486067047;9.297964853;0.072370499;0;3.673054188;12392.75698;4.757278849;16512.88526;2043.717866;101158.7175;0;4012.706886;1720.013188;33.00065503;36974.6863;14450.33918;1589.34946;1822.40741;11673.75614;24877.28567;614.5781173;67292.94229;664.0693666
Italy;Percent;0.000180326;0.006718206;0.000759419;0;0.000279955;0;0.000941371;0.000880178;0.000322573;4.14E-05;0.000134273;0.000547776;0.004101506;0.020022654;0.0107712;0.002032287;0.00366323;0.004061817;0.002031508;0.003925973;0.075909529;0.000288108;0.000500537;7.87E-08;4.77E-07;2.69E-05;2.98E-07;9.80E-05;0;0;0;0;0;7.57E-07;1.34E-05;0;0;0.043903727;0.013075518;0.016454751;0.006276402;0.005627258;0.002339711;0.009049638;0.043714685;0.000774838;0.000836692;0.00309209;0.00038042;0.019383049;0.008209581;0.000587471;0.000187961;2.89E-05;0.018760816;0.00054694;0.000782724;0.000131021;0.012511095;0.001506325;0.000733832;0.002772327;0.002153735;0.000545755;0.000876494;8.08E-06;0.03361105;0.00066293;0.000966624;0.003206222;0.000498178;0.001398646;0.006427445;0.022447346;0.0033135;0.001562791;0.006661426;0.000200783;0.007925774;0.01375909;0.00130301;0.005884102;0.000988235;0.001945278;0.001357578;1.86E-05;8.24E-06;9.57E-06;1.96E-05;2.87E-05;0.000871848;0.00151793;3.80E-05;0.000150398;0.006490695;0.001104839;0.002627765;0.000729108;0.009184301;0.006413103;0.011135778;0.00451811;0.004257775;0.00953707;0.004964945;0.001575697;0.000787175;0.001875892;0.000810533;0;7.57E-07;1.45E-05;1.13E-07;0;5.72E-06;0.019293303;7.41E-06;0.02570751;0.003181684;0.157485617;0;0.00624697;0.002677732;5.14E-05;0.057562228;0.022496309;0.002474287;0.002837138;0.018173535;0.038729062;0.000956785;0.104762785;0.00103386
Central African Republic;Number;114.8923759;619.5208374;374.0473985;0;46.03800053;0;5348.802173;1211.458569;35.22580224;480.3911129;123.2094455;131.6388175;234.3033529;273.2309806;75.39216826;20.75251425;32.50741251;111.0852674;60.19091787;127.1321643;160.1394692;902.4712268;24.76185263;24.5141737;758.7310547;135.5865811;567.3142942;47.13328586;4247.591951;0;68.60237444;46.71941004;171.4777792;15.87563899;3.243892255;0.04825471;11.39714848;1051.452871;230.9529499;50.21177607;49.93580736;17.43596836;31.7365625;32.74239635;802.3457072;11.82332212;709.7405474;28.7022491;25.93345516;1105.255937;3044.536168;128.1138517;1.675349243;70.24849347;174.0806959;297.0800157;167.0766771;154.7309233;52.30319444;141.3273034;3.682992098;0.509280307;36.38010229;62.68241103;13.97789695;0.029919721;1021.027322;8637.437753;5546.608775;52.27518432;17.7836042;12.54479566;24.1760276;45.6017267;15.84310103;8.55897636;28.6296708;4.460075911;19.40053682;47.08005141;414.5399051;79.23115393;12.99278045;22.57903803;1225.480064;56.11122411;19.60333411;4.439043426;3.346211297;844.5722054;161.3616794;140.3279854;7.646346823;66.98496396;55.54647153;11.56874289;6.073517043;18.34855336;69.70049278;25.46680726;135.504358;4.165278592;182.2201412;150.6546621;180.5535414;8430.512969;40.37087071;404.2114958;98.16558624;340.4557963;23.58764051;258.6311006;3.514955783;11.35278175;7.261396341;5677.063386;8.699608792;652.8150604;157.2245166;2524.771536;0;211.2413678;41.5747808;178.1630271;289.0727713;267.4688759;420.8211378;25.35337084;147.5304363;128.4351835;3.454423001;2857.508533;62.96929932
Central African Republic;Percent;0.001693244;0.009122557;0.005496786;0;0.000679343;0;0.078840768;0.017862215;0.000518593;0.007092735;0.001814247;0.001945274;0.003456633;0.004028087;0.001112453;0.000305659;0.000479762;0.001637419;0.000885636;0.001874495;0.002359711;0.013316838;0.000365656;0.000361244;0.011146705;0.00200048;0.008381374;0.000695892;0.062738501;0;0.001014668;0.000688547;0.002525943;0.000233521;4.79E-05;7.13E-07;0.000168856;0.015514061;0.00340536;0.000741662;0.000736458;0.000257542;0.000467255;0.000482579;0.0118529;0.00017488;0.010452735;0.00042305;0.000382157;0.016280293;0.044863065;0.00188761;2.47E-05;0.00103398;0.002568964;0.004389693;0.002464581;0.002279817;0.000772455;0.002082962;5.41E-05;7.51E-06;0.000536209;0.000923629;0.000205607;4.39E-07;0.015056857;0.127196602;0.08262404;0.000771147;0.000261967;0.000184933;0.000355844;0.000672643;0.000233336;0.00012631;0.000420704;6.56E-05;0.000286338;0.000695026;0.006106288;0.001168889;0.000191592;0.000332806;0.018095207;0.000828311;0.000288649;6.62E-05;4.90E-05;0.012407127;0.002378602;0.002068591;0.000112414;0.000986571;0.000819949;0.000170333;8.95E-05;0.00027035;0.001027879;0.000375741;0.002000539;6.15E-05;0.002681569;0.002220953;0.002659659;0.124553178;0.00059476;0.005954458;0.001446193;0.005083103;0.000348397;0.003816058;5.18E-05;0.000167441;0.000106765;0.083725256;0.000128458;0.009630858;0.002319104;0.037221839;0;0.003116374;0.000613464;0.002627209;0.004271081;0.003928967;0.006175955;0.000371876;0.00218503;0.001892907;5.10E-05;0.042120414;0.000929722
Marshall Islands;Number;1.439648557;11.8738573;4.353104506;0;0.262222877;0;9.618045845;1.262578538;0.027044058;1.61721305;0.313412606;0.65011841;0.888926061;5.495665249;3.774963787;0.286914133;0.237598648;1.123770579;0.666272698;0.530614834;3.008049817;1.023196676;0.186136545;0.018282829;1.972502808;0.016999415;0.869647331;0.156706016;0;0;0;0;0;0;0.00291552;0.067837524;0;11.36049852;1.624592474;1.085964318;1.140312943;0.069023305;0.88139743;0.428265066;17.02190681;0.045716456;7.142307972;0.847704331;1.352857752;10.15986372;10.78182026;1.06345333;0.002178566;0.154521105;2.480730149;6.090818699;0.790091478;0.375038547;2.14165542;1.063741851;0.060746024;0.059276669;0.354989755;0.989801508;0.458752171;0.000262627;35.66257056;7.57361632;3.946131857;0.77853551;0.717253677;0.152408754;0.398906116;1.268956683;0.19211112;0.230200589;0.914551401;0.035509335;0.311372518;0.727287729;0.229791998;1.487678519;0.075910563;0.468307756;3.773642203;0.003891074;0.000465403;0.007208796;0.058637355;1.667541216;1.169484331;1.145895759;0.038825889;0.218623803;0.948933966;0.312531643;0.146013967;0.159152956;1.054026108;0.422330279;2.328386281;0.1569945;6.317028445;2.172543071;2.526096063;5.341181904;0.884433872;2.980912532;1.076816921;0;0.327207969;0.098569724;0.003795904;0.010611177;0.011039852;19.92180826;0.012067194;16.69855209;1.35305212;80.32006313;0;0.709297241;0.359325029;0.255259126;10.03748701;7.475451767;4.320075945;1.185151869;2.92160183;3.738391293;0.187044491;50.34538157;0.245874401
Marshall Islands;Percent;0.003407669;0.028113014;0.010295018;0;0.000621823;0;0.022761842;0.002991573;6.40E-05;0.003835299;0.000741021;0.001537792;0.002104628;0.013007655;0.008935187;0.0006789;0.000562624;0.002661584;0.001575816;0.001256282;0.007127556;0.002423525;0.000440699;4.33E-05;0.004669151;4.02E-05;0.002060063;0.000371216;0;0;0;0;0;0;6.90E-06;0.000160621;0;0.026907537;0.003845757;0.002575708;0.002699151;0.000163286;0.002084641;0.001014179;0.04032386;0.000108382;0.016922984;0.002006275;0.003198602;0.024028094;0.025512859;0.002517134;5.17E-06;0.000365643;0.00587825;0.014421332;0.00186943;0.000887689;0.005077443;0.002518774;0.000143603;0.000140244;0.000839737;0.002343488;0.001085648;6.21E-07;0.084404848;0.017911428;0.009495389;0.001842363;0.001695677;0.000360506;0.000944234;0.003003621;0.000454849;0.000544882;0.002166224;8.40E-05;0.000737292;0.001722126;0.000543999;0.003520299;0.000180007;0.00110801;0.008937122;9.20E-06;1.10E-06;1.71E-05;0.000138913;0.003937375;0.002768844;0.002710899;9.21E-05;0.000516724;0.002247171;0.000740239;0.000345774;0.000376487;0.002494125;0.001000689;0.005512237;0.000372088;0.014938673;0.005139395;0.005979312;0.012663418;0.002093821;0.007060516;0.00254906;0;0.000774048;0.000233421;9.02E-06;2.51E-05;2.61E-05;0.047154381;2.86E-05;0.039504093;0.003203049;0.190063703;0;0.001680026;0.000850211;0.000604033;0.023782441;0.01768282;0.010205688;0.002805607;0.006925688;0.008848654;0.000443899;0.119224482;0.000582374
Burkina Faso;Number;396.8376956;1545.172115;2139.370042;0;138.4052648;0;19280.88532;3829.659254;218.2345228;759.5077969;297.8079584;281.0180685;443.2583444;1237.477656;248.2327739;81.13582108;97.06807211;334.2125322;509.1061369;372.3124652;1244.701257;5257.904388;114.5737999;8.819879691;998.476355;251.5092701;2297.230468;146.4165279;26304.7468;0;0;0;260.2296944;7.226139583;13.56177033;0.209918635;149.9219919;2243.282261;707.1871357;286.8299944;141.6634406;30.35871998;181.9299699;129.0588399;1390.543766;4.415499439;1108.205719;33.83618643;176.9140593;2993.046878;5278.327992;418.0856027;2.215337959;576.6907594;912.5062346;899.3132423;723.9302057;627.3843007;344.0219854;559.0126456;24.98231194;4.763150969;152.0788805;156.4917533;58.43082227;0.142813041;2975.061397;7551.774873;2958.912624;144.7901664;35.84095949;29.8378248;99.21364493;304.0449927;35.01442024;28.13388341;142.3209939;8.618519587;115.9919435;176.1312742;6669.875032;219.7130545;16.31808402;65.33431635;8405.69029;57.71645431;3.021649661;235.5966892;637.8726512;2076.392666;545.4077875;708.6583544;9.832240794;109.2336689;251.0052811;26.21489645;10.3407279;41.57528459;334.9541059;78.55623732;597.7970546;27.42856143;305.0511678;707.5161176;1252.671622;14957.1612;232.7983189;497.2584052;435.551153;706.707665;1623.415698;3836.972741;88.70132664;91.29544664;40.62247029;24391.67436;1.762073869;2822.356235;866.2773735;9474.396694;0;1189.36087;127.8082019;535.500626;908.4253026;1087.982286;1311.420757;110.120168;870.3658978;584.7751045;6.39489791;7398.313481;185.8713743
Burkina Faso;Percent;0.001966295;0.007664637;0.01060609;0;0.000686148;0;0.095342177;0.018932231;0.001081223;0.00375623;0.001476729;0.001391299;0.002202055;0.006145295;0.001231272;0.000402207;0.000481822;0.001659454;0.00252606;0.001846984;0.006179116;0.026021973;0.000567311;4.37E-05;0.004937007;0.001244158;0.011361014;0.000725177;0.130379764;0;0;0;0.001290706;3.58E-05;6.72E-05;1.04E-06;0.000743254;0.011141856;0.003510067;0.001426229;0.000703367;0.000150832;0.000901391;0.000640098;0.006906499;2.19E-05;0.005497952;0.000167897;0.000876334;0.014853241;0.026165441;0.002070003;1.10E-05;0.002852331;0.00452826;0.004450743;0.003585193;0.003107043;0.001710134;0.002768468;0.000123842;2.36E-05;0.000753216;0.000776419;0.000289884;7.08E-07;0.014770376;0.037444449;0.014723526;0.000718872;0.00017775;0.000148049;0.000492583;0.001509705;0.000173704;0.000139745;0.000706387;4.26E-05;0.000575179;0.000874999;0.032936387;0.001089379;8.11E-05;0.000323988;0.041580125;0.000285914;1.48E-05;0.001173705;0.003151852;0.010279564;0.002703002;0.003509862;4.88E-05;0.000541281;0.00124414;0.000130137;5.13E-05;0.000206235;0.001660687;0.000390026;0.00296214;0.000136323;0.001513134;0.003507579;0.006215612;0.074132079;0.001154884;0.002468456;0.002157172;0.003520942;0.008031544;0.018983149;0.000439222;0.000451788;0.000201301;0.120782548;8.74E-06;0.014006762;0.004296805;0.047062391;0;0.005897297;0.000634715;0.002652498;0.004512156;0.00539846;0.006505004;0.00054673;0.004323756;0.002903093;3.18E-05;0.036729885;0.000922454
Barbados;Number;1.639609847;14.9177666;32.63913241;0;0.202131737;0;19.77472619;5.266512148;2.468022906;0.448467724;0.251825259;6.689680955;25.07194232;51.03816199;13.31416872;1.755710173;3.257138042;4.126515086;5.248897801;12.28664143;100.4725784;3.060862358;2.305024557;0.000259289;0.001419457;0.691797805;0;0.342481872;0;0;0;0;0;0;0.000995975;1.812004767;0;69.76971298;33.52030393;27.55475512;13.72037817;34.55944694;7.672976761;6.498274287;41.02483134;0.051636523;13.14195742;6.606235507;1.983542317;46.73215335;31.43394546;1.150898573;0.517180708;0.239441769;18.44750748;10.44681969;4.734712773;0.426733117;27.58486718;7.319975574;1.913108149;5.13014206;6.389152375;7.654563928;0.819474416;0.002260045;311.9772209;1.769608784;24.76092713;10.01942605;2.913074239;6.701781318;8.077593197;40.32642703;2.491909617;2.396082552;17.00025427;0.230078341;13.16438956;13.70831866;6.380180032;37.05882346;3.710562656;12.20855499;10.84863032;0.097054365;0.000614656;0.031838016;0.217422856;1.523850508;3.654576482;11.7016505;0.539286997;1.47574494;9.869564201;3.271600665;0.894741049;1.274368982;26.54423606;30.7465952;21.83784268;2.673672652;4.35942961;25.55389201;39.65354498;4.984638564;21.92962178;14.49417015;3.769023806;0;0.023375079;0.029875996;0.008223701;0.008436594;0.017292304;164.3782987;0.009198941;122.6820942;61.1372324;342.3378617;0.046316015;20.78936594;7.059018982;0.358273417;47.93949017;94.89459079;32.8281552;20.43816659;174.6875996;118.0281271;63.83917941;325.8443531;2.851390313
Barbados;Percent;0.000529197;0.004816949;0.010535043;0;6.54E-05;0;0.006338806;0.001703448;0.000798108;0.000144743;8.13E-05;0.002161585;0.008098523;0.01649475;0.004301704;0.000567147;0.00105274;0.00133301;0.001694648;0.003971177;0.032564091;0.000987903;0.000743463;8.36E-08;4.56E-07;0.000223587;0;0.000110771;0;0;0;0;0;0;3.22E-07;0.000585505;0;0.022565354;0.010832332;0.008918636;0.004436537;0.011169882;0.002478542;0.002100456;0.013271418;1.67E-05;0.004247375;0.002136279;0.000640933;0.015089553;0.010144635;0.000371389;0.000167204;7.67E-05;0.005970004;0.003371635;0.001529732;0.000137757;0.008925611;0.002363022;0.000617615;0.001656061;0.002062999;0.002469613;0.000264547;7.28E-07;0.100871006;0.000571688;0.008049539;0.00323679;0.000940861;0.002164048;0.002610082;0.01303065;0.000804989;0.000775021;0.005493974;7.43E-05;0.004251311;0.004432085;0.002060198;0.01197301;0.001200417;0.003945287;0.003486805;3.13E-05;1.98E-07;1.03E-05;7.02E-05;0.000491174;0.001179991;0.003782542;0.000174171;0.000476713;0.003187278;0.001057056;0.000288969;0.000411532;0.008574038;0.009932565;0.00705525;0.000864319;0.001408618;0.008256035;0.012820518;0.001610903;0.007094683;0.004686551;0.001217488;0;7.55E-06;9.65E-06;2.66E-06;2.72E-06;5.59E-06;0.053178555;2.97E-06;0.039654882;0.019770411;0.110714302;1.49E-05;0.006720515;0.002279946;0.000115903;0.015484292;0.030658128;0.010603911;0.006604888;0.056479884;0.038144227;0.020660827;0.105369654;0.000921442
Sao Tome and Principe;Number;2.056013934;4.134275428;10.61384787;0;0.077613164;0;42.31030534;6.751570218;0.571407431;3.244049022;2.268120915;4.63243466;5.091333544;16.5810151;3.025136772;0.352881474;0.659758272;1.271927775;2.934030158;1.72323912;14.22668628;4.826676906;2.952568853;0.009766506;3.191810814;1.89288519;0.894759928;0.558082014;12.37635467;0;0;0;0.128529594;0.057585987;0.00516879;0.006121931;0.581846968;7.475700705;5.675227659;3.199211658;1.524641409;0.340458069;1.102660989;1.17901078;48.34320717;0.10971622;25.06844295;1.389855117;3.737862893;49.49973597;20.98254714;2.371023677;0.03459848;0.953129662;16.55927815;2.636553903;0.566487311;1.217098234;4.652072496;3.910025308;0.220120429;0.604608525;1.493694499;1.982014401;0.88381912;0.003498192;15.21090264;19.7504924;0.289854287;0.912757209;0.187740062;0.307355332;2.523160663;3.071172118;0.23459075;0.247233425;4.073194269;0.080138205;1.306784939;4.564134284;5.813173334;3.929297184;0.198291631;0.947593423;16.99748827;0.069651714;0.000220109;0.025576645;5.600128038;5.90708325;3.382396128;2.287023592;0.163935707;0.243134947;0.573331631;0.287678063;0.121186661;0.091302471;3.672196402;0.957745698;3.838950455;0.411981824;4.661269993;18.8197178;19.470134;12.10972653;1.662095736;3.168567663;3.122970328;0;3.480626742;3.334334186;0.293710261;0.048773082;0.027935125;109.0400944;0.004089991;49.51652725;7.097664199;124.7743336;0;4.927917197;1.125681957;0.096120066;19.5871309;12.1567565;16.3014378;2.350089905;8.578225734;14.0092712;0.166530647;104.07015;0.781945023
